0, 64, -1189
0, 70, -1182
0, 78, -1188
0, 85, -1193
0, 91, -1186
0, 104, -1184
0, 112, -1189
0, 117, -1182
0, 125, -1187
0, 133, -1192
0, 138, -1184
0, 146, -1189
0, 155, -1194
0, 159, -1186
0, 167, -1190
0, 176, -1195
0, 185, -1199
0, 189, -1191
0, 198, -1195
0, 207, -1199
0, 216, -1202
0, 225, -1206
0, 234, -1210
0, 243, -1213
0, 256, -1207
0, 265, -1210
0, 275, -1213
0, 285, -1216
0, 294, -1218
0, 304, -1220
0, 314, -1222
0, 316, -1213
0, 326, -1215
0, 336, -1217
0, 346, -1218
0, 356, -1220
0, 366, -1221
0, 386, -1223
0, 396, -1223
0, 406, -1224
0, 417, -1224
0, -423, 1224
0, -413, 1215
0, -403, 1214
0, -393, 1214
0, -383, 1213
0, -373, 1212
0, -363, 1211
0, -364, 1202
1, 142, -1021
0, 141, -1029
0, 149, -1034
0, 156, -1038
0, 155, -1047
0, 163, -1051
0, 170, -1056
0, 178, -1060
0, 186, -1064
0, 194, -1068
0, 202, -1072
0, 201, -1081
0, 202, -1072
0, 218, -1079
0, 258, -1095
0, 274, -1100
0, 283, -1102
0, 291, -1105
0, 291, -1114
0, 308, -1118
0, 316, -1120
0, 325, -1122
0, 333, -1123
0, 342, -1125
0, 367, -1128
0, 376, -1129
0, 384, -1130
0, 393, -1130
0, 402, -1131
0, 400, -1121
0, 409, -1122
0, -414, 1122
0, -405, 1121
0, -397, 1121
0, -388, 1121
0, -380, 1120
0, -372, 1119
0, -363, 1119
0, -364, 1128
1, -364, 1202
0, -363, 1211
0, -362, 1220
0, -372, 1222
0, -371, 1231
0, -369, 1240
0, -368, 1249
0, -379, 1250
0, -377, 1259
0, -375, 1269
0, -373, 1278
0, -384, 1279
0, -373, 1278
0, -384, 1279
0, -382, 1288
0, -379, 1297
0, -376, 1307
0, -373, 1316
0, -360, 1315
0, -356, 1325
0, -352, 1334
0, -356, 1325
0, -352, 1334
0, -339, 1333
0, -334, 1342
0, -321, 1341
0, -308, 1339
0, -301, 1349
0, -289, 1347
0, -281, 1356
0, -269, 1354
0, -256, 1351
0, -248, 1360
0, -236, 1357
0, -224, 1354
0, -212, 1351
0, -221, 1342
0, -210, 1338
0, -218, 1329
0, -207, 1326
0, -214, 1317
0, -204, 1313
0, -211, 1305
0, -217, 1296
0, -200, 1301
0, -190, 1297
0, -183, 1305
0, -173, 1301
0, -163, 1297
0, -155, 1305
0, -146, 1300
0, -136, 1295
0, -127, 1291
0, -119, 1298
0, -110, 1293
0, -118, 1285
0, -109, 1280
0, -101, 1275
0, -92, 1269
0, -84, 1263
0, -91, 1256
0, -83, 1250
0, -75, 1245
0, -82, 1237
0, -74, 1231
0, -73, 1218
0, -65, 1213
0, -71, 1205
0, -77, 1198
0, -69, 1192
0, -75, 1185
0, -80, 1178
0, -72, 1172
0, -80, 1178
0, -72, 1172
0, -77, 1165
0, -82, 1158
0, -86, 1150
0, -94, 1156
0, -98, 1148
0, -110, 1146
0, -118, 1151
0, -122, 1144
0, -130, 1149
0, -138, 1154
0, -146, 1158
0, -150, 1150
0, -158, 1155
0, -150, 1150
0, -153, 1142
0, -145, 1138
0, -148, 1130
0, -143, 1117
0, -146, 1109
0, -138, 1104
0, -140, 1096
0, -143, 1087
0, -135, 1082
0, -137, 1074
0, -139, 1066
0, -132, 1061
0, -134, 1053
0, -135, 1044
0, -137, 1036
0, -138, 1027
0, -131, 1023
0, -132, 1014
0, -133, 1005
0, -134, 997
0, -135, 988
0, -136, 979
0, -143, 984
0, -144, 975
0, -144, 966
0, -151, 961
0, -151, 952
0, -159, 956
0, -158, 947
0, -158, 937
0, -158, 947
0, -166, 951
0, -165, 941
0, -165, 932
0, -172, 936
0, -179, 940
0, -186, 943
0, -193, 947
0, -201, 951
0, -208, 954
0, -215, 957
0, -223, 970
0, -230, 973
0, -231, 982
0, -237, 976
0, -236, 966
0, -244, 969
0, -242, 959
0, -250, 962
0, -248, 952
0, -255, 954
0, -261, 946
0, -268, 949
0, -266, 939
0, -273, 941
0, -280, 943
0, -287, 944
0, -285, 934
0, -292, 936
0, -298, 937
0, -305, 939
0, -312, 940
0, -325, 942
0, -332, 943
0, -334, 953
0, -341, 954
0, -350, 965
0, -353, 975
0, -360, 975
0, -355, 985
0, -362, 985
0, -365, 995
0, -367, 1005
0, -370, 1015
0, -372, 1025
0, -374, 1035
0, -376, 1044
0, -378, 1054
0, -380, 1064
0, -372, 1063
0, -374, 1073
0, -381, 1073
0, -374, 1073
0, -375, 1082
0, -377, 1092
0, -368, 1091
0, -370, 1101
0, -371, 1110
0, -372, 1119
0, -363, 1119
0, -364, 1128
1, 11, -1230
1, 11, -1230
